"","tsne_V1","tsne_V2","umap_V1","umap_V2"
"1",2.1210553593464,-5.24873533913676,-1.74668648535342,-1.2874395604499
"2",-3.70951640719813,-4.4414210372368,0.385100297813636,-2.24494910506812
"3",1.72388260920962,-5.66966067292598,-1.46011610428098,-1.47048688838047
"4",0.438826966958697,6.4078171393212,-0.437830042736473,2.05502197131785
"5",-2.18360065005386,4.93271651365947,0.112573488841383,1.86886996759609
"6",-0.552806661178167,5.35966515043804,-0.0322386781698283,2.33812032221762
"7",4.1432072686486,3.40169340003056,-1.27270688912227,-0.225840571604577
"8",-1.65211799332252,-5.61828569084209,-0.219159665505921,-1.87302052638505
"9",-0.00328482065107642,2.62071608768813,-0.168560524314751,1.20580933380664
"10",4.40551281421811,0.729380946802562,0.127979304893875,-0.260001860296535
"11",-3.69069764860496,-4.42620790234365,0.666572705210762,-2.11274950542849
"12",3.97635844155408,-1.17952779745519,-1.41154803169379,0.362304830833544
"13",0.153808588989779,-5.05606680540022,-0.771158097369899,-1.54542149510999
"14",0.777265264129575,2.49821160604049,-0.64820615107935,0.789795068304213
"15",5.59158614079109,0.47865071995867,0.851473671941029,-0.714753588477111
"16",-0.763098444161928,5.03203319203116,0.0965371019559567,2.13710033400475
"17",-2.78828790810578,5.50589587835858,-0.069445717935487,1.95156549285522
"18",-0.733579169528641,0.212122261828874,-0.261517572215168,-0.756410272427112
"19",-2.25337232512646,1.93310155547849,0.262346363613343,0.509222168530044
"20",-2.97797524160374,-5.89963042453075,0.389422927042991,-1.8931887508338
"21",-3.38815269581478,1.33145476996732,0.845536995567304,-0.287700211091132
"22",-1.45508639749499,4.6913533952377,-0.147651939832546,2.27617433896989
"23",-2.83798791596779,0.67395276367399,0.883269896275328,-0.349068321236389
"24",-3.68377673974775,-4.32759516196238,0.808217295433132,-2.09206339417526
"25",-1.261550829462,-3.56257527606479,1.53985714364797,-0.286077530192062
"26",-3.99805645947271,-2.50561772689013,1.32420437420811,-0.828966464367299
"27",5.11300450701705,0.348469436502665,0.373138500830452,-0.639069754690513
"28",-2.10018623334148,-5.75004995211197,0.0522456612084388,-1.77777706444107
"29",-0.906937962128956,-5.68233060875227,-0.431299212255142,-1.95599836585173
"30",-1.62262070229672,2.20298425869208,-0.149421900873332,0.770453701886455
"31",-0.57739110994603,-5.34935403922527,-0.40179026741042,-1.77888157935235
"32",-2.16586613825868,-1.3395753459406,1.21676251417973,-0.992641107181019
"33",-2.13745574259851,3.73757317760121,0.870252669153653,1.58027553510075
"34",2.46839298063894,4.74929778916679,0.226357548829314,0.952535990327183
"35",0.859942313621266,1.49474628516403,-0.477461772552048,0.584192852813332
"36",4.9416419320549,-4.38809554957008,-2.23003586274587,-0.237074294080866
"37",1.8860786740489,-3.64771862790279,-1.90926951664421,-0.897690821296201
"38",-0.589186367128446,-1.89670018690278,0.266045912559311,-1.2909319997341
"39",-3.83904325463967,2.59760744799246,0.373518407848813,1.29207877026164
"40",3.13210964246584,-2.65083732223702,-1.38119244665712,-0.704094329551461
"41",-0.479644187065782,1.38987005123527,0.0530885364987213,0.183181428969064
"42",-1.65305574449547,6.51650275146259,-0.81428179164542,2.06129419127958
"43",-2.3521661219723,-2.17790036622451,1.54258039868307,-1.28161153661466
"44",0.751484537601753,-2.49166303400571,-0.682198868618595,0.370738556672157
"45",1.6170690559236,1.80721076199914,1.48110210898858,0.367314554417261
"46",5.94495447568338,-1.66586870417605,1.5733504623565,-1.25413479202109
"47",-1.6559982527104,3.47298836945539,0.651347027668035,1.24175066954604
"48",4.98454233015201,-4.40005979585566,-2.10139330131175,-0.422301480053156
"49",3.28728249204173,-1.34841699869609,-0.912094145694239,0.372382041094247
"50",2.61535852980034,-2.53275458326791,-0.98376863770492,-0.966163768960375
"51",-0.784311201939378,-1.53419292025199,0.0512928969676802,-1.49936876128406
"52",1.94763248625657,-5.48733374602992,-1.60597201655245,-1.2055693927192
"53",-1.54993965857692,6.4744584779672,-0.320645130049693,2.53395180588368
"54",-0.504640408536909,6.14822789901046,-0.391286997325991,2.33541988610143
"55",0.617899011198097,0.502728557991165,-0.485010486274284,-0.0799877927873915
"56",-0.271461417938996,0.29034391546545,-0.215489748731112,0.0701273990598441
"57",-0.808384760809801,1.74130100847121,0.590490679893065,0.486066870803222
"58",0.184297898109377,2.39147536659095,-0.526852731174747,1.02288994899298
"59",1.01730128403502,0.196022754088075,-0.756519128084015,-0.2270865259484
"60",-4.26527306073081,-0.455263982610158,2.03696827875799,0.412826455305387
"61",-3.56329588371612,-1.3737174800899,2.05174513957503,-0.243226317373057
"62",4.75705660742072,1.04829417834538,0.18889914986086,-0.280541064096858
"63",0.328055052490599,-1.6904955340192,0.065125469973756,-0.491869085992618
"64",-0.234452859889497,-1.08560373984563,-0.582135920738974,-1.0937085093999
"65",-3.00848077976184,-1.30890639702835,2.10064896518358,-0.641695960828039
"66",2.69179936688594,2.66410326745475,1.71260386845559,0.832585769510207
"67",-0.0966124796108453,1.79189368035775,0.0745618728395452,0.674725382087443
"68",1.11889241857984,3.79861947257546,-0.558215537267181,1.42993094894204
"69",-3.20137688055939,-0.916734343163986,1.99417115189938,0.0429505446185205
"70",-0.141873880217208,-0.977580863718242,0.176917593155492,-1.14959771277078
"71",-1.38596158539738,-1.5329251383448,0.83557740589182,-1.32686198923005
"72",-0.10457319327491,3.94802208576905,-0.543389716462172,1.97917332854336
"73",0.726710747885212,-3.18098839022957,-0.948633805828917,-1.49406536300845
"74",-1.8200408645192,-0.889220027542129,1.1627582162905,-0.417017213569645
"75",1.66203204596382,-3.43478188465966,-1.92080159601928,-0.930544526876998
"76",2.70760068019407,0.892743636132088,-2.26176446841698,0.338391230788253
"77",-5.05359926567456,0.717365298582505,-0.784774244782018,-0.427958898097945
"78",1.51721761018866,3.48249754912719,1.47877068761784,1.20169529489406
"79",-2.00828178443676,0.335407485941255,0.756787007598679,-0.967873701906474
"80",-1.46241876163199,-2.88460783591323,1.46558137718746,-0.703717107816003
"81",-1.53898927659426,-2.69912551441221,1.67491837681029,-0.905009971154799
"82",-1.4119307038523,-2.8246889917737,1.63085323723994,-0.506672182054763
"83",-0.705313536330452,4.41371886573062,0.255690482561869,2.275560070074
"84",-1.07835181702832,3.11670151901278,0.557775255932118,1.60518772346023
"85",-0.698578503515333,3.82094640512861,0.271799798087776,1.85141486723883
"86",-0.0361013017636748,-2.41129191902581,0.346184057896293,-0.80358952698202
"87",-1.7720583436575,-0.705152780334934,0.95695497497655,-1.01521956672312
"88",0.198573978214877,4.98962592249839,0.236616794130422,2.54248731317139
"89",-0.876326629413385,4.20976229054312,0.562682715303448,2.08751243888794
"90",-0.249392000205881,0.145817353797863,-0.654844257156304,-0.907697331589091
"91",-0.218671245039126,-0.597417832679575,-0.204966879618289,-1.1057797231853
"92",-2.62640019692246,-2.45671508950449,1.19366057168133,-1.41708379454743
"93",1.73318015278742,2.29363071863163,1.28242882376565,0.669272346651129
"94",4.72655385004372,1.74008887303398,-1.18602029940994,0.737606911205534
"95",2.05538091408735,-1.18263315438938,-1.5861493276148,-0.029882763249611
"96",-3.72573228070223,-0.422691573744637,1.91493576602838,0.591902112259038
"97",1.19409585729217,0.121179236520146,-0.91634847592791,-0.413005492293342
"98",2.36319540414616,3.06775543337805,1.60097354968386,1.04539218083096
"99",1.65581487273484,-2.16233602003889,-1.51830450636221,-0.834615107346049
"100",2.03360767480601,-1.44045513730487,-1.91587859731523,-0.0216668801186433
"101",2.43805519523937,-0.931236087952178,-1.69884232754695,0.350771627124692
"102",2.26830837775014,-0.369630692424662,-1.58764531019176,0.504850386101083
"103",2.33869827511949,-0.256370935242455,-1.90973034792147,0.674546238963085
